Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Italy,ITA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,81.07,..,85.01,83.27,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,96.73526,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,99.43479,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,81.97865,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,88.81,..,..,..,..,..,87.0625,..,..,..,..,..,..
Jordan,JOR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,97.62,..,..,..,..,..,96.59753,..,..,..,..,..,..
Jordan,JOR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,58.91,..,..,..,..,..,56.84615,..,..,..,..,..,..
Kazakhstan,KAZ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.09511,..,..,..,99.74896,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,99.78236,..,..,..,99.87547,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,91.17262,..,..,..,93.79456,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,47.47549,..,..,..,..,70.51127,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,59.18861,..,..,..,..,84.14092,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,26.53453,..,..,..,..,42.32334,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,78.35626,..,..,..,..,..
Kiribati,KIR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,94.08632,..,..,..,..,..
Kiribati,KIR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,16.72677,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,96.64978,..,95.86388,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,99.58288,..,99.26881,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,85.28571,..,80.57745,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,38.14216,..,..,..,..,52.56556,..,..,..,..,..,..,..
Lao PDR,LAO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,67.13765,..,..,..,..,85.89622,..,..,..,..,..,..,..
Lao PDR,LAO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,24.57168,..,..,..,..,31.09862,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,96.49,..,98.2,98.77,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,77.83,..,85.58,83.78,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,30.37445,..,..,..,..,26.55557,..,..,..,44.32893,..,..,..,..,..,..
Lesotho,LSO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,64.10123,..,..,..,..,64.90466,..,..,..,79.89167,..,..,..,..,..,..
Lesotho,LSO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,18.47213,..,..,..,..,10.80705,..,..,..,31.86596,..,..,..,..,..,..
Liberia,LBR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,25.54358,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,34.2478,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,12.98702,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,98.23,..,98.49,98.4,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,85.05,..,91.74,89.04,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,90.97,..,90.86,90.46,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,76.96,..,74.09,69.16,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,13.20989,..,..,..,..,..,..,..,..,26.50079,..,..,..,..,..,..
Madagascar,MDG,"Completion rate, primary education, both sexes (%)",UIS.CR.1,38.96172,..,..,..,..,..,..,..,..,55.9057,..,..,..,..,..,..
Madagascar,MDG,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,5.52001,..,..,..,..,..,..,..,..,15.30013,..,..,..,..,..,..
Malawi,MWI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,25.7515,..,..,..,21.77,..,21.80753,..,..,..,..,..,..,..,..
Malawi,MWI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,54.32379,..,..,..,48.07,..,46.74749,..,..,..,..,..,..,..,..
Malawi,MWI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,15.41148,..,..,..,10.54,..,14.12971,..,..,..,..,..,..,..,..
Malaysia,MYS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,90.59792,..,..,..,..,..,..,..
Maldives,MDV,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,98.21484,..,..,..,..,..,..,..
Maldives,MDV,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,39.65343,..,..,..,..,..,..,..
Mali,MLI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,14.70856,19.36,..,..,17.20774,..,28.46553,..,..,27.45024,..,..,..,..,..,..
Mali,MLI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,30.30532,38.05,..,..,42.02967,..,48.07611,..,..,47.16715,..,..,..,..,..,..
Mali,MLI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,8.57153,9.18,..,..,10.73987,..,16.46989,..,..,12.17428,..,..,..,..,..,..
Malta,MLT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.93,..,99.8,99.25,..,..,..,..,..,..,..,..,..,..
Malta,MLT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,69.04,..,70.09,75.12,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,29.89082,..,..,..,46.12474,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,43.93625,..,..,..,53.04638,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,14.19262,..,..,..,24.16212,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,81.42,..,84.82,..,86.28,..,87.67088,..,88.56,..,..,..,..,..,..
Mexico,MEX,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,95.8,..,96.45,..,96.44,..,96.4027,..,97.88,..,..,..,..,..,..
Mexico,MEX,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,48.29,..,50.9,..,52.31,..,52.80169,..,58.73,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,96.51758,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,99.0895,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,64.59719,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,85.13,..,..,..,89.48836,..,..,..,94.86521,..,..,..,..,..,..
Mongolia,MNG,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,96.52,..,..,..,97.89996,..,..,..,98.59095,..,..,..,..,..,..
Mongolia,MNG,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,62.62,..,..,..,63.07747,..,..,..,77.2887,..,..,..,..,..,..
Montenegro,MNE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,98.94763,..,..,..,..,94.67402,..,..,..,..,..,..
Montenegro,MNE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,99.90369,..,..,..,..,96.5287,..,..,..,..,..,..
Montenegro,MNE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,83.99847,..,..,..,..,86.24508,..,..,..,..,..,..
Montserrat,MSR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,14.74355,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,41.53307,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,6.7298,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,43.80698,..,..,..,..,..,..,..,..
Myanmar,MMR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,83.18313,..,..,..,..,..,..,..,..
Myanmar,MMR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,16.53339,..,..,..,..,..,..,..,..
Namibia,NAM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,56.4353,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,83.10977,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,36.61345,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,59.57858,..,..,65.57288,..,69.67529,..,..,..,..,..,..,..,..
Nepal,NPL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,75.22154,..,..,76.22546,..,83.15811,..,..,..,..,..,..,..,..
Nepal,NPL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,94.97,..,95.22,94.12,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,75.78,..,78.47,79.07,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
