year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio
2015,Latvia,6,5,1,20,1,0,11,4,0,NA,0,0,0,3,Jevgēnijs Vihrovs,Juris Škuškovniks,36,6,0,LVA,74.3,5.28,99.60965,Europe & Central Asia,High income: nonOECD,NA,16.601608333333335
2015,Ecuador,6,4,2,7,2,0,16,2,0,NA,0,0,0,2,Julio Rivera,Alfredo Sánchez,27,4.5,0,ECU,44.54,5.11,97.25,Latin America & Caribbean,Upper middle income,NA,21.61111111111111
2015,Morocco,6,6,NA,6,1,1,11,8,0,NA,0,0,0,1,Mohamed Berraho,Abdellatif Zerouale,27,4.5,0,MAR,28.7,5.13,90.77456,Middle East & North Africa,Lower middle income,NA,20.172124444444442
2015,Finland,6,4,2,17,0,0,8,1,0,NA,0,0,0,1,Matti Lehtinen,Joni Teräväinen,26,4.333333333333333,0,FIN,89.66,7.03,99.60965,Europe & Central Asia,High income: OECD,NA,22.98684230769231
2015,Nicaragua,3,3,NA,1,1,1,21,2,0,NA,0,0,0,3,Nelson Miranda,Carlos Walsh,26,8.666666666666666,0,NIC,17.34,4.08,91.57,Latin America & Caribbean,Lower middle income,NA,10.56576923076923
2015,Trinidad and Tobago,4,4,NA,11,4,0,9,2,0,NA,0,1,0,0,Indra Haraksingh,Jagdesh Ramnanan,26,6.5,0.25,TTO,NA,4.45,98.30745,Latin America & Caribbean,High income: nonOECD,4.45,15.124223076923077
2015,Pakistan,6,5,1,7,3,0,13,2,0,NA,0,0,1,0,Sarfraz Ahmad,Sana Javed,25,4.166666666666667,0.16666666666666666,PAK,8.61,2.39,86.96437,South Asia,Lower middle income,2.39,20.8714488
2015,Cambodia,6,5,1,1,0,1,20,2,0,NA,0,0,0,2,Lin Sok,Sovann Suon,24,4,0,KHM,14.65,1.7,92,NA,NA,NA,23
2015,Kosovo,6,5,1,6,2,0,10,6,0,NA,0,0,0,1,Ramadan Limani,Güven Gokceoglu,24,4,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Nigeria,6,5,1,4,1,1,14,2,0,NA,0,0,0,2,Adewale Roland Tunde Solarin,Pius Aje Onah,22,3.6666666666666665,0,NGA,NA,0.44,74.40408,Sub-Saharan Africa,Lower middle income,NA,20.292021818181816
2015,Montenegro,3,2,1,7,2,0,7,3,0,NA,0,0,1,0,Zana Kovijanic-Vukicevic,Gojko Jelovac,19,6.333333333333333,0.3333333333333333,MNE,63.94,NA,99.60965,Europe & Central Asia,Upper middle income,NA,15.727839473684211
2015,Liechtenstein,1,1,NA,7,2,0,7,2,0,NA,0,0,1,0,Alain Rossier,Jana Cslovjecsek,18,18,1,LIE,33.54,NA,99.60965,Europe & Central Asia,High income: nonOECD,NA,5.533869444444445
2015,Puerto Rico,3,2,1,8,0,0,10,0,0,NA,0,0,1,0,Luis Fernando Cáceres Duque,Omar Colón Reyes,18,6,0.3333333333333333,PRI,98.27,NA,98.30745,Latin America & Caribbean,High income: nonOECD,NA,16.384575
2015,Kyrgyzstan,6,6,NA,1,2,1,11,2,0,NA,0,0,0,0,Saltanat Saparalieva,Asel Abdyldaeva,17,2.8333333333333335,0,NA,44.67,6.97,99.60965,Europe & Central Asia,Lower middle income,NA,35.15634705882353
2015,Uruguay,6,5,1,7,0,0,8,1,0,NA,0,0,0,1,Ismael Valentín Rodríguez Brena,Nicolás Uviedo Saavedra,16,2.6666666666666665,0,URY,57.79,4.21,98.93,NA,NA,NA,37.09875
2015,Cuba,1,1,NA,7,0,0,7,1,0,NA,0,0,1,0,Eduardo Miguel Pérez Almarales,NA,15,15,1,CUB,36.22,8.96,98.30745,Latin America & Caribbean,Upper middle income,8.96,6.5538300000000005
2015,El Salvador,4,4,NA,2,2,1,2,7,0,NA,0,0,0,0,Ernesto Americo Hidalgo Castellanos,Jeanette Alejandra Fernández Rivera,14,3.5,0,SLV,27.21,3.91,97.95,Latin America & Caribbean,Lower middle income,NA,27.985714285714288
2015,Venezuela,2,2,NA,2,0,0,10,1,0,NA,0,0,0,1,Rafael Sánchez,Sofía Taylor,13,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Chile,2,2,NA,2,1,0,9,0,0,NA,0,0,0,1,Hernan Burgos,Victor Cortes,12,6,0,CHL,86.42,4.9,99.36,Latin America & Caribbean,High income: OECD,NA,16.56
2015,Luxembourg,2,1,1,2,0,0,9,1,0,NA,0,0,0,1,Charles Leytem,Mike Dostert,12,6,0,LUX,20.29,3.77,99.60965,Europe & Central Asia,High income: OECD,NA,16.601608333333335
2015,Panama,3,3,NA,2,0,1,4,2,0,NA,0,0,0,0,Jaime Gutierrez,NA,9,3,0,PAN,47.93,3.37,98.24,Latin America & Caribbean,Upper middle income,NA,32.74666666666666
2015,Uganda,5,4,1,0,0,0,6,0,0,NA,0,0,0,0,Jasper Okello,Assumpta Kasamba Namuddu,6,1.2,0,UGA,4.92,2.32,74.40408,Sub-Saharan Africa,Low income,NA,62.0034
2015,Bolivia,5,4,1,1,1,0,3,0,0,NA,0,0,0,0,Sonia Ximena Nivia Cordero Cárdenas,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Ghana,5,3,2,1,0,0,4,0,0,NA,0,0,0,0,Joel M. Dogoe,Selorm Yao Ohene,5,1,0,GHA,15.73,3.69,74.40408,Sub-Saharan Africa,Lower middle income,NA,74.40408
2015,Botswana,6,5,1,0,0,0,1,0,0,NA,0,0,0,0,Mmoloki Lekhutlile,Mathews Masole,1,0.16666666666666666,0,BWA,27.17,8.39,74.40408,Sub-Saharan Africa,Upper middle income,NA,446.42447999999996
2015,Tanzania,3,3,NA,0,0,0,0,0,0,NA,0,0,0,0,Ertugrul Tarhan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,People's Republic of China,6,6,NA,42,42,16,42,35,24,NA,5,1,0,0,Yijun Yao,Qiusheng Li,201,33.5,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,United States of America,6,6,NA,42,40,23,42,31,15,NA,5,1,0,0,Po-Shen Loh,Razvan Gelca,193,32.166666666666664,1,NA,88.63,6.13,NA,North America,High income: OECD,1.0216666666666667,NA
2014,Taiwan,6,6,NA,42,38,28,42,29,13,NA,4,0,2,0,Yen-Chi Roger Lin,John Meng Kai Hong,192,32,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Russian Federation,6,6,NA,42,40,29,42,24,14,NA,3,3,0,0,Nazar Agakhanov,Dmitry Tereshin,191,31.833333333333332,1,RUS,84.52,4.01,99.59408,Europe & Central Asia,High income: nonOECD,0.6683333333333333,3.1286098429319376
2014,Japan,6,6,NA,38,36,9,37,37,20,NA,4,1,1,0,Takahiko Fujita,Yasuharu Asai,177,29.5,1,JPN,62.73,3.42,98.54473,East Asia & Pacific,High income: OECD,0.57,3.3404993220338985
2014,Ukraine,6,4,2,42,38,8,42,35,10,NA,2,3,1,0,Bogdan Rublov,Andrii Pankov,175,29.166666666666668,1,UKR,83.78,5.87,99.59408,Europe & Central Asia,Lower middle income,0.9783333333333334,3.4146541714285714
2014,Republic of Korea,6,6,NA,42,29,23,42,27,9,NA,2,4,0,0,Yongjin Song,Sang-Hyun Kim,172,28.666666666666668,1,NA,94.44,NA,98.54473,East Asia & Pacific,High income: OECD,NA,3.437606860465116
2014,Singapore,6,6,NA,41,38,6,42,29,5,NA,3,2,1,0,Yan Loi Wong,Shang-Yi Lu,161,26.833333333333332,1,SGP,NA,2.92,100,East Asia & Pacific,High income: nonOECD,0.48666666666666664,3.726708074534162
2014,Canada,6,6,NA,41,37,6,38,24,13,NA,2,1,3,0,David Arthur,Dorette Pronk,159,26.5,1,CAN,67.23,4.84,NA,North America,High income: OECD,0.8066666666666666,NA
2014,Vietnam,6,5,1,38,32,23,42,19,3,NA,3,2,1,0,Bá Khánh Trình Lê,Anh Vinh Lê,157,26.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Australia,6,6,NA,42,31,7,42,27,7,NA,1,3,2,0,Angelo Di Pasquale,Andrew Elvey Price,156,26,1,AUS,NA,5.44,NA,NA,NA,0.9066666666666667,NA
2014,Romania,6,5,1,41,40,9,42,22,2,NA,1,5,0,0,Radu Gologan,Bogdan Enescu,156,26,1,ROU,51.1,3.13,99.59408,Europe & Central Asia,Upper middle income,0.5216666666666666,3.8305415384615387
2014,Netherlands,6,5,1,40,35,1,34,32,13,NA,3,2,1,0,Quintijn Puite,Birgit van Dalen,155,25.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Democratic People's Republic of Korea,6,6,NA,42,30,7,42,28,5,NA,1,4,0,1,Yong Chol Ham,Ryong Gol Yom,154,25.666666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2014,Hungary,6,6,NA,42,42,6,39,18,6,NA,1,4,1,0,József Pelikán,Sándor Dobos,153,25.5,1,HUN,52.82,4.6,98.8,Europe & Central Asia,Upper middle income,0.7666666666666666,3.8745098039215686
2014,Germany,6,6,NA,42,33,8,40,22,7,NA,0,6,0,0,Hans-Dietrich Gronau,Eric Müller,152,25.333333333333332,1,DEU,65.18,4.92,99.59408,Europe & Central Asia,High income: OECD,0.82,3.9313452631578953
2014,Türkiye,6,6,NA,42,28,11,42,21,3,NA,1,3,2,0,Azer Kerimov,Selim Bahadır,147,24.5,1,NA,87,4.41,99,NA,NA,0.735,4.040816326530612
2014,Hong Kong,6,5,1,42,37,0,36,28,0,NA,0,4,2,0,Tat Wing Leung,Tak Wing Ching,143,23.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Israel,6,6,NA,42,39,1,37,22,2,NA,0,5,1,0,Lev Radzivilovsky,Amos Onn,143,23.833333333333332,1,ISR,62.11,5.7,93.93317,Middle East & North Africa,High income: OECD,0.9500000000000001,3.9412518881118883
2014,United Kingdom,6,6,NA,40,35,1,42,24,0,NA,0,4,2,0,Geoff Smith,Dominic Yeo,142,23.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Islamic Republic of Iran,6,5,1,42,27,2,42,18,0,NA,0,4,2,0,Arash Rastegar,Mir Omid Haji Mirsadeghi,131,21.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Thailand,6,6,NA,42,31,5,42,9,2,NA,0,4,2,0,Wicharn Lewkeeratiyutkul,Khamron Mekchay,131,21.833333333333332,1,THA,49.76,3.92,NA,NA,NA,0.6533333333333333,NA
2014,Kazakhstan,6,6,NA,42,20,1,42,24,0,NA,1,1,4,0,Damir Yeliussizov,Anton Vassilyev,129,21.5,1,KAZ,51.71,3.43,99.59408,Europe & Central Asia,Upper middle income,0.5716666666666667,4.6322827906976745
2014,Malaysia,6,6,NA,42,32,8,37,10,0,NA,2,1,1,2,M. Suhaimi Ramly,Irwan Iqbal Ihsanuddin,129,21.5,0.6666666666666666,MYS,38.68,5.03,98.54473,East Asia & Pacific,Upper middle income,1.2575,4.583475813953489
2014,Serbia,6,5,1,39,33,7,42,8,0,NA,1,3,2,0,Dušan Đukić,Marko Radovanović,129,21.5,1,SRB,58.37,NA,99.59408,Europe & Central Asia,Upper middle income,NA,4.6322827906976745
2014,Italy,6,6,NA,41,27,9,33,11,7,NA,1,2,1,1,Roberto Dvornicich,Federico Poloni,128,21.333333333333332,0.6666666666666666,ITA,60.88,4.06,99.59408,Europe & Central Asia,High income: OECD,1.015,4.668472500000001
2014,Mexico,6,6,NA,42,31,2,41,12,0,NA,0,4,1,1,Leonardo Ignacio Martínez Sandoval,David Cossio Ruiz,128,21.333333333333332,0.8333333333333334,MEX,31.21,5.07,98.65,NA,NA,1.014,4.624218750000001
2014,Poland,6,6,NA,41,31,5,42,8,1,NA,1,0,4,1,Michał Pilipczuk,Andrzej Grzesik,128,21.333333333333332,0.8333333333333334,POL,70.24,4.97,99.59408,Europe & Central Asia,High income: OECD,0.994,4.668472500000001
2014,Croatia,6,5,1,42,30,1,42,11,0,NA,1,2,2,1,Mea Bombardelli,Tonći Kokan,126,21,0.8333333333333334,HRV,68.64,5.18,99.59408,Europe & Central Asia,High income: nonOECD,1.036,4.742575238095238
2014,Indonesia,6,5,1,40,30,0,42,14,0,NA,0,2,3,1,Alhaji Akbar Bachtiar,Yudi Satria,126,21,0.8333333333333334,IDN,30.53,3.29,100,East Asia & Pacific,Lower middle income,0.658,4.761904761904762
2014,Peru,6,6,NA,42,28,7,42,7,0,NA,0,1,5,0,Jesús Zapata Samanez,Claudio Espinoza Choqquepura,126,21,1,PER,NA,3.7,98.99,Latin America & Caribbean,Upper middle income,0.6166666666666667,4.713809523809523
2014,Czech Republic,6,6,NA,37,34,0,42,11,0,NA,0,1,5,0,Jaromír Šimša,Jaroslav Švrček,124,20.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2014,Portugal,6,6,NA,42,24,1,37,18,1,NA,0,2,3,1,António Salgueiro,João M. Pereira,123,20.5,0.8333333333333334,PRT,NA,5.12,99.59408,Europe & Central Asia,High income: OECD,1.024,4.858247804878049
2014,Belarus,6,6,NA,42,21,0,42,14,3,NA,1,1,3,1,Igor Voronovich,Sergei Mazanik,122,20.333333333333332,0.8333333333333334,BLR,99.85,4.82,99.59408,Europe & Central Asia,Upper middle income,0.9640000000000001,4.898069508196722
2014,Brazil,6,6,NA,41,24,1,42,11,3,NA,0,3,2,1,Onofre Campos Da Silva Farias,Samuel Barbosa Feitosa,122,20.333333333333332,0.8333333333333334,BRA,47.16,5.95,98.85,NA,NA,1.19,4.861475409836066
2014,Slovakia,6,5,1,39,29,1,42,11,0,NA,0,1,5,0,Peter Novotný,Filip Sládek,122,20.333333333333332,1,NA,53.88,4.22,NA,NA,NA,0.7033333333333333,NA
2014,Bulgaria,6,4,2,39,25,2,42,12,0,NA,0,3,1,2,Peter Boyvalenkov,Stoyan Boev,120,20,0.6666666666666666,BGR,72.98,4.07,99.59408,Europe & Central Asia,Upper middle income,1.0175,4.979704
2014,Switzerland,6,5,1,42,21,0,35,16,0,NA,0,2,4,0,Raphael Steiner,Dimitri Wyss,114,19,1,CHE,58.07,4.93,99.59408,Europe & Central Asia,High income: OECD,0.8216666666666667,5.241793684210527
2014,Armenia,6,6,NA,42,20,2,36,10,0,NA,0,2,1,3,Tigran Margaryan,Smbat Gogyan,110,18.333333333333332,0.5,ARM,44.41,2.25,99.59408,Europe & Central Asia,Lower middle income,0.75,5.432404363636365
2014,India,6,6,NA,36,17,2,42,11,2,NA,0,1,3,2,Venkatachala Belur Jana,Kiran Hanumant Barve,110,18.333333333333332,0.6666666666666666,IND,25.99,3.9,85.98569,South Asia,Lower middle income,0.975,4.690128545454546
2014,Greece,6,5,1,38,18,0,36,17,0,NA,0,2,2,2,Anargyros Fellouris,Evangelos Zotos,109,18.166666666666668,0.6666666666666666,GRC,119.1,4.32,99.59408,Europe & Central Asia,High income: OECD,1.08,5.482242935779817
2014,Lithuania,6,6,NA,40,17,1,36,10,0,NA,0,1,3,2,Artūras Dubickas,Romualdas Kašuba,104,17.333333333333332,0.6666666666666666,LTU,68.9,4.49,99.59408,Europe & Central Asia,High income: nonOECD,1.1225,5.745812307692308
2014,Saudi Arabia,6,5,1,41,23,1,37,1,0,NA,0,0,4,2,Fawzi Al-Thukair,Najla Altwaijry,103,17.166666666666668,0.6666666666666666,SAU,51.21,NA,93.93317,Middle East & North Africa,High income: nonOECD,NA,5.471835145631068
2014,Mongolia,6,6,NA,39,12,0,42,9,0,NA,0,0,5,1,Dashdorj Tserendorj,Bayasgalan Banzragch,102,17,0.8333333333333334,MNG,66.93,5.43,98.54473,East Asia & Pacific,Lower middle income,1.0859999999999999,5.796748823529412
2014,France,6,5,1,39,15,0,36,6,0,NA,0,1,4,0,Pierre Bornsztein,Vincent Jugé,96,16,0.8333333333333334,FRA,61.51,5.49,99.59408,Europe & Central Asia,High income: OECD,1.098,6.22463
2014,Philippines,6,5,1,34,15,0,41,6,0,NA,0,1,3,2,Jose Ernie Lope,Joseph Ray Clarence Damasco,96,16,0.6666666666666666,PHL,35.96,2.66,98.54473,East Asia & Pacific,Lower middle income,0.665,6.159045625
2014,Georgia,6,6,NA,39,17,0,24,12,0,NA,0,1,2,2,George Chelidze,Givi Nadibaidze,92,15.333333333333334,0.5,GEO,45.77,3,100,Europe & Central Asia,Lower middle income,1,6.521739130434782
2014,Republic of Moldova,6,6,NA,40,15,1,28,6,0,NA,0,0,2,3,Valeriu Baltag,Valeriu Guțu,90,15,0.3333333333333333,NA,52.15,6.34,100,Europe & Central Asia,Lower middle income,3.17,6.666666666666667
2014,Spain,6,6,NA,29,22,0,36,3,0,NA,0,0,3,2,María Gaspar,Víctor González,90,15,0.5,ESP,88,4.3,100,NA,NA,1.4333333333333333,6.666666666666667
2014,Tajikistan,6,6,NA,39,6,0,42,2,0,NA,0,0,2,4,Umed Karimov,Yusuf Balkash,89,14.833333333333334,0.3333333333333333,TJK,24.48,5.59,99.9,Europe & Central Asia,Low income,2.795,6.734831460674157
2014,Austria,6,6,NA,33,17,1,31,4,0,NA,0,1,1,3,Robert Geretschläger,Heinrich Josef Gstöttner,86,14.333333333333334,0.3333333333333333,AUT,81.02,5.45,99.59408,Europe & Central Asia,High income: OECD,2.725,6.948424186046512
2014,Bosnia and Herzegovina,6,3,3,35,6,0,36,9,0,NA,0,1,0,4,Jelena Radović,Dina Kamber,86,14.333333333333334,0.16666666666666666,BIH,48.99,3.31,99.59408,Europe & Central Asia,Upper middle income,3.31,6.948424186046512
2014,Bangladesh,6,6,NA,38,6,0,36,4,0,NA,0,1,1,4,Mahbubul Alam Majumdar,A A Munir Hasan,84,14,0.3333333333333333,BGD,13.65,2.1,86,NA,NA,1.05,6.142857142857143
2014,Colombia,6,6,NA,34,0,1,37,10,0,NA,0,1,1,3,Maria Elizabeth Losada,Esteban González,82,13.666666666666666,0.3333333333333333,COL,53.18,NA,98.53,Latin America & Caribbean,Upper middle income,NA,7.209512195121952
2014,Sri Lanka,6,6,NA,38,7,0,33,4,0,NA,0,0,2,4,Dayal Buddhika Dharmasena,Isuru Dilanka Fernando,82,13.666666666666666,0.3333333333333333,LKA,18.17,1.86,NA,NA,NA,0.93,NA
2014,Argentina,6,6,NA,41,10,0,28,2,0,NA,0,0,2,4,Patricia Fauring,Ramiro Lafuente,81,13.5,0.3333333333333333,ARG,81.17,5.36,99.29671,NA,NA,2.68,7.3553118518518525
2014,Sweden,6,4,2,37,17,0,19,7,0,NA,0,0,2,4,Paul Vaderlind,Victor Ufnarovski,80,13.333333333333334,0.3333333333333333,SWE,64.95,7.57,99.59408,Europe & Central Asia,High income: OECD,3.785,7.469556
2014,Slovenia,6,5,1,38,6,0,32,2,0,NA,0,0,2,3,Gregor Dolinar,Matej Aleksandrov,78,13,0.3333333333333333,SVN,84.38,5.29,99.8,Europe & Central Asia,High income: OECD,2.645,7.676923076923076
2014,Belgium,6,6,NA,39,7,0,27,4,0,NA,0,1,0,5,Bart Windels,Philippe Niederkorn,77,12.833333333333334,0.16666666666666666,BEL,74.04,6.59,NA,NA,NA,6.59,NA
2014,New Zealand,6,6,NA,37,8,0,26,5,0,NA,0,1,1,3,Chris Tuffley,Malcolm Granville,76,12.666666666666666,0.3333333333333333,NZL,80.71,5.81,98.54473,East Asia & Pacific,High income: OECD,2.905,7.779847105263158
2014,Azerbaijan,6,6,NA,31,0,0,42,2,0,NA,0,0,1,5,Fuad Garayev,Elvin Mammadov,75,12.5,0.16666666666666666,AZE,23.16,2.63,100,Europe & Central Asia,Upper middle income,2.63,8
2014,Macau,6,6,NA,41,8,0,24,1,0,NA,0,0,2,4,Ieng Tak Leong,Lung Yam Wan,74,12.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2014,Costa Rica,6,5,1,36,9,0,25,2,0,NA,0,0,1,4,David Jiménez,Oscar Arguedas Leiva,72,12,0.16666666666666666,CRI,50.76,6.68,98.23397,Latin America & Caribbean,Upper middle income,6.68,8.186164166666666
2014,Ireland,6,5,1,37,6,0,23,1,0,NA,0,0,0,6,Bernd Kreussler,Gordon Lessells,67,11.166666666666666,0,IRL,73.81,4.87,99.59408,Europe & Central Asia,High income: OECD,NA,8.918872835820897
2014,South Africa,6,6,NA,37,11,0,18,1,0,NA,0,0,1,4,Dirk Basson,Melissa Kistner,67,11.166666666666666,0.16666666666666666,ZAF,18.14,5.49,99,Sub-Saharan Africa,Upper middle income,5.49,8.865671641791046
2014,Latvia,6,4,2,24,12,0,19,9,0,NA,0,1,1,1,Jevgēnijs Vihrovs,Juris Škuškovniks,64,10.666666666666666,0.3333333333333333,LVA,70.9,5.28,99.59408,Europe & Central Asia,High income: nonOECD,2.64,9.336945000000002
2014,Denmark,6,5,1,17,19,0,26,0,0,NA,0,0,2,1,Kirsten Rosenkilde,Jan Agentoft Nielsen,62,10.333333333333334,0.3333333333333333,DNK,81.31,7.63,99.59408,Europe & Central Asia,High income: OECD,3.815,9.638136774193548
2014,North Macedonia,6,5,1,24,5,0,29,4,0,NA,0,0,1,3,Vesna Manova-Erakovik,Alekso Malcheski,62,10.333333333333334,0.16666666666666666,MKD,39.32,NA,98.6,NA,NA,NA,9.541935483870967
2014,Norway,6,5,1,26,7,0,23,5,0,NA,0,1,0,2,Dávid Kunszenti-Kovács,Johannes Kleppe,61,10.166666666666666,0.16666666666666666,NOR,78.24,7.64,99.59408,Europe & Central Asia,High income: OECD,7.64,9.796139016393443
2014,Finland,6,4,2,35,8,0,7,9,0,NA,0,0,1,2,Matti Lehtinen,Joni Teräväinen,59,9.833333333333334,0.16666666666666666,FIN,89.99,7.1,99.59408,Europe & Central Asia,High income: OECD,7.1,10.128211525423728
2014,Paraguay,6,6,NA,28,6,0,19,3,0,NA,0,0,1,2,Carlos Sauer,Marcos Martínez Sugastti,56,9.333333333333334,0.16666666666666666,PRY,NA,2.6,98.71,Latin America & Caribbean,Lower middle income,2.6,10.576071428571428
2014,Cyprus,6,5,1,27,0,0,26,0,0,NA,0,0,0,3,Dimitrios Karantanos,Theoklitos Paragyiou,53,8.833333333333334,0,CYP,53.1,6.42,99.59408,Europe & Central Asia,High income: nonOECD,NA,11.274801509433962
2014,Syria,6,6,NA,21,0,0,31,1,0,NA,0,0,0,4,Abdullatif Hanano,Mohamad Firas Alhalabi,53,8.833333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Estonia,6,5,1,24,4,0,20,4,0,NA,0,0,0,3,Härmel Nestra,Heiki Niglas,52,8.666666666666666,0,EST,76.2,4.39,99.59408,Europe & Central Asia,High income: OECD,NA,11.491624615384616
2014,Pakistan,6,6,NA,14,10,0,26,0,0,NA,0,0,1,1,Barbu Rudolf Berceanu,Syed Waqar Ali Shah,50,8.333333333333334,0.16666666666666666,PAK,8.93,2.2,73,South Asia,Lower middle income,2.2,8.76
2014,Iceland,6,6,NA,13,15,0,18,1,0,NA,0,0,1,1,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,47,7.833333333333333,0.16666666666666666,ISL,80.4,7.64,99.59408,Europe & Central Asia,High income: OECD,7.64,12.714137872340427
2014,Albania,5,3,2,21,0,0,25,0,0,NA,0,0,0,3,Adrian Naço,Fatos Kopliku,46,9.2,0,ALB,65.55,3.22,99.59408,Europe & Central Asia,Upper middle income,NA,10.82544347826087
2014,Morocco,6,6,NA,27,0,0,16,0,0,NA,0,0,0,4,Mohamed Berraho,Abdellatif Zerouale,43,7.166666666666667,0,MAR,25.45,5.48,93.93317,Middle East & North Africa,Lower middle income,NA,13.106953953488372
2014,Luxembourg,3,2,1,16,10,0,15,0,0,NA,0,0,1,2,Charles Leytem,Mike Dostert,41,13.666666666666666,0.3333333333333333,LUX,NA,3.86,99.59408,Europe & Central Asia,High income: OECD,3.86,7.287371707317074
2014,Tunisia,6,4,2,7,4,0,24,2,0,NA,0,0,0,3,Taoufik Charrada,Mohsen Ben Ahmed Ben Abdallah,37,6.166666666666667,0,TUN,33.08,NA,96,Middle East & North Africa,Upper middle income,NA,15.567567567567567
2014,Chile,4,4,NA,14,7,0,9,3,0,NA,0,0,1,1,Hernan Burgos,Victor Cortes,33,8.25,0.25,CHL,83.66,4.75,98.23397,Latin America & Caribbean,High income: OECD,4.75,11.907147878787878
2014,Nigeria,6,6,NA,10,3,0,19,0,0,NA,0,0,1,1,Adewale Roland Tunde Solarin,Olusola Adeniran,32,5.333333333333333,0.16666666666666666,NGA,NA,0.47,73.82434,Sub-Saharan Africa,Lower middle income,0.47,13.842063750000001
2014,Trinidad and Tobago,5,4,1,10,8,0,13,1,0,NA,0,0,1,0,Indra Haraksingh,Jagdesh Ramnanan,32,6.4,0.2,TTO,NA,3.62,98.23397,Latin America & Caribbean,High income: nonOECD,3.62,15.3490578125
2014,Uruguay,6,6,NA,15,3,0,12,1,0,NA,0,0,0,3,Ismael Valentín Rodríguez Brena,Maximiliano Stock Lorenzo,31,5.166666666666667,0,URY,59.83,4.27,98.84,NA,NA,NA,19.13032258064516
2014,Kyrgyzstan,6,5,1,4,2,0,23,0,0,NA,0,0,0,3,Kayratbek Duyshokov,NA,29,4.833333333333333,0,NA,44.06,6.47,99.59408,Europe & Central Asia,Lower middle income,NA,20.605671724137935
2014,Venezuela,2,2,NA,10,0,0,14,0,0,NA,0,0,0,2,Rafael Sánchez,Sofía Taylor,24,12,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Liechtenstein,1,1,NA,7,6,0,7,2,0,NA,0,1,0,0,Clemens Pohle,Cyril Jonas Frei,22,22,1,LIE,37.49,NA,99.59408,Europe & Central Asia,High income: nonOECD,NA,4.527003636363637
2014,Montenegro,3,NA,3,12,0,0,9,0,0,NA,0,0,0,2,Zana Kovijanic-Vukicevic,Gojko Jelovac,21,7,0,MNE,63.22,NA,99.59408,Europe & Central Asia,Upper middle income,NA,14.227725714285715
2014,Burkina Faso,6,5,1,5,0,0,13,1,0,NA,0,0,0,1,Victor Barry,Ouédraogo Seny,19,3.1666666666666665,0,BFA,4.92,4.05,50,Sub-Saharan Africa,Low income,NA,15.789473684210527
2014,Ecuador,6,5,1,1,1,0,17,0,0,NA,0,0,0,2,Jorge Chamaidan,Rubén Mauricio Villacís Infante,19,3.1666666666666665,0,ECU,NA,5.21,97.27,Latin America & Caribbean,Upper middle income,NA,30.716842105263158
2014,Puerto Rico,2,NA,2,3,0,0,9,0,0,NA,0,0,0,1,Luis Fernando Cáceres Duque,Juan Ariel Ortiz-Navarro,12,6,0,PRI,94.02,6.07,98.23397,Latin America & Caribbean,High income: nonOECD,NA,16.372328333333332
2014,Cuba,1,1,NA,1,1,0,7,1,0,NA,0,0,0,1,Enech Juan García Martínez,NA,10,10,0,CUB,40.51,9.61,98.23397,Latin America & Caribbean,Upper middle income,NA,9.823397
2014,Panama,1,1,NA,7,0,0,0,0,0,NA,0,0,0,1,Jaime Gutierrez,NA,7,7,0,PAN,44.97,3.17,98.01,Latin America & Caribbean,Upper middle income,NA,14.001428571428573
2014,Bolivia,6,5,1,0,0,0,5,0,0,NA,0,0,0,0,Jaime Manuel Rojas Claure,NA,5,0.8333333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Uganda,4,3,1,1,0,0,4,0,0,NA,0,0,0,0,Jasper Okello,Assumpta Kasamba Namuddu,5,1.25,0,UGA,4.57,1.91,73.82434,Sub-Saharan Africa,Low income,NA,59.05947200000001
