year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio,SE.TER.GRAD.SC.ZS,IT.NET.USER.P2,SL.TLF.ADVN.ZS,UIS.X.US.FSGOV,UIS.X.USCONST.FSGOV,NY.GDP.PCAP.CD,SE.XPD.TOTL.GB.ZS,SE.XPD.CUR.TOTL.ZS,OECD.TSAL.1.E10
2014,Spain,6,6,NA,29,22,0,36,3,0,NA,0,0,3,2,María Gaspar,Víctor González,90,15,0.5,ESP,88,4.3,100,NA,NA,1.4333333333333331,6.666666666666667,4.44057,76.19,81.5490036010742,58930.47057,51313.55078,29461.5503337389,9.54349,94.71496,39371.1359990778
2014,Tajikistan,6,6,NA,39,6,0,42,2,0,NA,0,0,2,4,Umed Karimov,Yusuf Balkash,89,14.833333333333334,0.3333333333333333,TJK,24.48,5.59,99.9,Europe & Central Asia,Low income,2.795,6.734831460674157,NA,17.49,NA,NA,NA,1104.17168941376,NA,NA,NA
2014,Austria,6,6,NA,33,17,1,31,4,0,NA,0,1,1,3,Robert Geretschläger,Heinrich Josef Gstöttner,86,14.333333333333334,0.3333333333333333,AUT,81.02,5.45,99.59408,Europe & Central Asia,High income: OECD,2.725,6.948424186046512,4.94659,80.99582496,76.7985992431641,24078.26105,21565.11424,51717.4959405515,10.41116,95.01879,38618.9333705935
2014,Bosnia and Herzegovina,6,3,3,35,6,0,36,9,0,NA,0,1,0,4,Jelena Radović,Dina Kamber,86,14.333333333333334,0.16666666666666666,BIH,48.99,3.31,99.59408,Europe & Central Asia,Upper middle income,3.31,6.948424186046512,NA,49.91773243,81.3845977783203,NA,NA,5329.63504488766,NA,NA,NA
2014,Bangladesh,6,6,NA,38,6,0,36,4,0,NA,0,1,1,4,Mahbubul Alam Majumdar,A A Munir Hasan,84,14,0.3333333333333333,BGD,13.65,2.1,86,NA,NA,1.05,6.142857142857143,NA,13.9,NA,NA,NA,1118.8536634927,NA,NA,NA
2014,Colombia,6,6,NA,34,0,1,37,10,0,NA,0,1,1,3,Maria Elizabeth Losada,Esteban González,82,13.666666666666666,0.3333333333333333,COL,53.18,NA,98.53,Latin America & Caribbean,Upper middle income,NA,7.209512195121952,1.45214,52.57,79.4744033813477,17643.45097,13553.02778,8114.08426438361,15.73606,74.05143,31870.5315431676
2014,Sri Lanka,6,6,NA,38,7,0,33,4,0,NA,0,0,2,4,Dayal Buddhika Dharmasena,Isuru Dilanka Fernando,82,13.666666666666666,0.3333333333333333,LKA,18.17,1.86,NA,NA,NA,0.93,NA,NA,25.8,81.9470977783203,1533.86881,1486.98676,3819.25352972265,10.82396,80.24087,NA
2014,Argentina,6,6,NA,41,10,0,28,2,0,NA,0,0,2,4,Patricia Fauring,Ramiro Lafuente,81,13.5,0.3333333333333333,ARG,81.17,5.36,99.29671,NA,NA,2.68,7.3553118518518525,NA,64.7,82.2104034423828,28218.33751,33363.95937,12334.7982453893,13.79933,93.02701,NA
2014,Sweden,6,4,2,37,17,0,19,7,0,NA,0,0,2,4,Paul Vaderlind,Victor Ufnarovski,80,13.333333333333334,0.3333333333333333,SWE,64.95,7.57,99.59408,Europe & Central Asia,High income: OECD,3.785,7.469556,NA,92.52,83.2822036743164,44076.40044,37457.46255,59843.5191685082,15.32902,94.89145,36060.3758851005
2014,Slovenia,6,5,1,38,6,0,32,2,0,NA,0,0,2,3,Gregor Dolinar,Matej Aleksandrov,78,13,0.3333333333333333,SVN,84.38,5.29,99.8,Europe & Central Asia,High income: OECD,2.645,7.676923076923076,5.99647,71.59,76.9276962280273,2642.18415,2325.65771,24214.9220717273,11.27432,87.40136,30739.9308531072
2014,Belgium,6,6,NA,39,7,0,27,4,0,NA,0,1,0,5,Bart Windels,Philippe Niederkorn,77,12.833333333333334,0.16666666666666666,BEL,74.04,6.59,NA,NA,NA,6.59,NA,3.74702,85,75.6820983886719,35237.80252,31467.43477,47700.5403601178,12.01019,95.17557,NA
2014,New Zealand,6,6,NA,37,8,0,26,5,0,NA,0,1,1,3,Chris Tuffley,Malcolm Granville,76,12.666666666666666,0.3333333333333333,NZL,80.71,5.81,98.54473,East Asia & Pacific,High income: OECD,2.905,7.779847105263158,6.29038,85.5,NA,12108.12278,10726.96868,44533.7830906379,16.27686,NA,42764.6145234075
2014,Azerbaijan,6,6,NA,31,0,0,42,2,0,NA,0,0,1,5,Fuad Garayev,Elvin Mammadov,75,12.5,0.16666666666666666,AZE,23.16,2.63,100,Europe & Central Asia,Upper middle income,2.63,8,NA,75.00001564,NA,1981.21242,1096.79894,7891.31314749986,7.23873,96.11437,NA
2014,Macau,6,6,NA,41,8,0,24,1,0,NA,0,0,2,4,Ieng Tak Leong,Lung Yam Wan,74,12.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Costa Rica,6,5,1,36,9,0,25,2,0,NA,0,0,1,4,David Jiménez,Oscar Arguedas Leiva,72,12,0.16666666666666666,CRI,50.76,6.68,98.23397,Latin America & Caribbean,Upper middle income,6.68,8.186164166666666,NA,53,77.7805023193359,3474.44901,3580.52054,10547.1518593556,23.10953,NA,NA
2014,Ireland,6,5,1,37,6,0,23,1,0,NA,0,0,0,6,Bernd Kreussler,Gordon Lessells,67,11.166666666666666,0,IRL,73.81,4.87,99.59408,Europe & Central Asia,High income: OECD,NA,8.918872835820897,5.83327,83.49172234,80.3949966430664,12617.0256,11675.6072,55492.982676213,13.01701,93.76692,51948.7297089388
2014,South Africa,6,6,NA,37,11,0,18,1,0,NA,0,0,1,4,Dirk Basson,Melissa Kistner,67,11.166666666666666,0.16666666666666666,ZAF,18.14,5.49,99,Sub-Saharan Africa,Upper middle income,5.49,8.865671641791046,7.47969,49,84.1539001464844,NA,NA,6433.18727662894,NA,96.66721,NA
2014,Latvia,6,4,2,24,12,0,19,9,0,NA,0,1,1,1,Jevgēnijs Vihrovs,Juris Škuškovniks,64,10.666666666666666,0.3333333333333333,LVA,70.9,5.28,99.59408,Europe & Central Asia,High income: nonOECD,2.64,9.336945000000002,2.76737,75.83,82.2802963256836,1655.40914,1464.04651,15740.3267490719,13.97237,82.05419,NA
2014,Denmark,6,5,1,17,19,0,26,0,0,NA,0,0,2,1,Kirsten Rosenkilde,Jan Agentoft Nielsen,62,10.333333333333334,0.3333333333333333,DNK,81.31,7.63,99.59408,Europe & Central Asia,High income: OECD,3.815,9.638136774193548,3.85075,95.99,77.0423965454102,26950.54759,23327.2331,62548.9847332908,13.82682,93.63587,51140.9415662625
2014,North Macedonia,6,5,1,24,5,0,29,4,0,NA,0,0,1,3,Vesna Manova-Erakovik,Alekso Malcheski,62,10.333333333333334,0.16666666666666666,MKD,39.32,NA,98.6,NA,NA,NA,9.541935483870969,2.70733,68.06,79.0782012939453,NA,NA,5468.48086914212,NA,NA,NA
2014,Norway,6,5,1,26,7,0,23,5,0,NA,0,1,0,2,Dávid Kunszenti-Kovács,Johannes Kleppe,61,10.166666666666666,0.16666666666666666,NOR,78.24,7.64,99.59408,Europe & Central Asia,High income: OECD,7.64,9.796139016393443,4.07398,96.3,85.2297973632813,38352.86961,29071.02189,97019.1827527462,17.04335,89.25287,44135.6653835399
2014,Finland,6,4,2,35,8,0,7,9,0,NA,0,0,1,2,Matti Lehtinen,Joni Teräväinen,59,9.833333333333334,0.16666666666666666,FIN,89.99,7.1,99.59408,Europe & Central Asia,High income: OECD,7.1,10.128211525423728,3.87913,86.53039275,74.8461990356445,19495.82163,17018.56611,50260.2998588958,12.30714,93.69288,37222.7887244536
2014,Paraguay,6,6,NA,28,6,0,19,3,0,NA,0,0,1,2,Carlos Sauer,Marcos Martínez Sugastti,56,9.333333333333334,0.16666666666666666,PRY,NA,2.6,98.71,Latin America & Caribbean,Lower middle income,2.6,10.576071428571428,NA,43,85.0883026123047,NA,NA,6102.94323272326,NA,NA,NA
2014,Cyprus,6,5,1,27,0,0,26,0,0,NA,0,0,0,3,Dimitrios Karantanos,Theoklitos Paragyiou,53,8.833333333333334,0,CYP,53.1,6.42,99.59408,Europe & Central Asia,High income: nonOECD,NA,11.274801509433962,2.78243,69.33,84.0053024291992,1491.41756,1267.65578,27129.6261211298,15.92778,97.24485,NA
2014,Syria,6,6,NA,21,0,0,31,1,0,NA,0,0,0,4,Abdullatif Hanano,Mohamad Firas Alhalabi,53,8.833333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Estonia,6,5,1,24,4,0,20,4,0,NA,0,0,0,3,Härmel Nestra,Heiki Niglas,52,8.666666666666666,0,EST,76.2,4.39,99.59408,Europe & Central Asia,High income: OECD,NA,11.491624615384616,5.94701,84.24152803,79.8644027709961,1436.95347,1304.16886,20367.1026566799,14.26602,90.72646,NA
2014,Pakistan,6,6,NA,14,10,0,26,0,0,NA,0,0,1,1,Barbu Rudolf Berceanu,Syed Waqar Ali Shah,50,8.333333333333334,0.16666666666666666,PAK,8.93,2.2,73,South Asia,Lower middle income,2.2,8.76,NA,12,61.6152992248535,5701.68154,5939.72587,1251.16410422834,11.30066,NA,NA
2014,Iceland,6,6,NA,13,15,0,18,1,0,NA,0,0,1,1,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,47,7.833333333333333,0.16666666666666666,ISL,80.4,7.64,99.59408,Europe & Central Asia,High income: OECD,7.64,12.714137872340428,NA,98.16,91.0142974853516,1365.34142,1612.41906,54242.0546770039,17.54882,93.87541,NA
2014,Albania,5,3,2,21,0,0,25,0,0,NA,0,0,0,3,Adrian Naço,Fatos Kopliku,46,9.2,0,ALB,65.55,3.22,99.59408,Europe & Central Asia,Upper middle income,NA,10.82544347826087,NA,60.1,74.0699996948242,NA,NA,4578.66672031333,NA,NA,NA
2014,Morocco,6,6,NA,27,0,0,16,0,0,NA,0,0,0,4,Mohamed Berraho,Abdellatif Zerouale,43,7.166666666666667,0,MAR,25.45,5.48,93.93317,Middle East & North Africa,Lower middle income,NA,13.106953953488372,NA,56.8,NA,NA,NA,3171.69919227376,NA,NA,NA
2014,Luxembourg,3,2,1,16,10,0,15,0,0,NA,0,0,1,2,Charles Leytem,Mike Dostert,41,13.666666666666666,0.3333333333333333,LUX,NA,3.86,99.59408,Europe & Central Asia,High income: OECD,3.86,7.287371707317074,4.71034,94.67,79.5141983032227,2649.37266,2316.53584,118823.648368575,9.5505,88.20152,90207.7498127736
2014,Tunisia,6,4,2,7,4,0,24,2,0,NA,0,0,0,3,Taoufik Charrada,Mohsen Ben Ahmed Ben Abdallah,37,6.166666666666667,0,TUN,33.08,NA,96,Middle East & North Africa,Upper middle income,NA,15.567567567567568,NA,46.16,NA,NA,NA,4305.47416504834,NA,NA,NA
2014,Chile,4,4,NA,14,7,0,9,3,0,NA,0,0,1,1,Hernan Burgos,Victor Cortes,33,8.25,0.25,CHL,83.66,4.75,98.23397,Latin America & Caribbean,High income: OECD,4.75,11.907147878787878,1.2816,61.11,82.9120025634766,12326.10519,12448.22936,14670.9967606057,19.92072,NA,23199.3916610509
2014,Nigeria,6,6,NA,10,3,0,19,0,0,NA,0,0,1,1,Adewale Roland Tunde Solarin,Olusola Adeniran,32,5.333333333333333,0.16666666666666666,NGA,NA,0.47,73.82434,Sub-Saharan Africa,Lower middle income,0.47,13.84206375,NA,21,NA,NA,NA,3222.69353725587,NA,NA,NA
2014,Trinidad and Tobago,5,4,1,10,8,0,13,1,0,NA,0,0,1,0,Indra Haraksingh,Jagdesh Ramnanan,32,6.4,0.2,TTO,NA,3.62,98.23397,Latin America & Caribbean,High income: nonOECD,3.62,15.3490578125,NA,65.1,73.0717010498047,NA,NA,20270.8593716518,NA,NA,NA
2014,Uruguay,6,6,NA,15,3,0,12,1,0,NA,0,0,0,3,Ismael Valentín Rodríguez Brena,Maximiliano Stock Lorenzo,31,5.166666666666667,0,URY,59.83,4.27,98.84,NA,NA,NA,19.13032258064516,NA,61.46,83.9264984130859,NA,NA,16831.972935703,NA,NA,NA
2014,Kyrgyzstan,6,5,1,4,2,0,23,0,0,NA,0,0,0,3,Kayratbek Duyshokov,NA,29,4.833333333333333,0,NA,44.06,6.47,99.59408,Europe & Central Asia,Lower middle income,NA,20.605671724137935,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Venezuela,2,2,NA,10,0,0,14,0,0,NA,0,0,0,2,Rafael Sánchez,Sofía Taylor,24,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Liechtenstein,1,1,NA,7,6,0,7,2,0,NA,0,1,0,0,Clemens Pohle,Cyril Jonas Frei,22,22,1,LIE,37.49,NA,99.59408,Europe & Central Asia,High income: nonOECD,NA,4.527003636363637,NA,95.21,NA,NA,NA,178845.631017897,NA,NA,NA
2014,Montenegro,3,NA,3,12,0,0,9,0,0,NA,0,0,0,2,Zana Kovijanic-Vukicevic,Gojko Jelovac,21,7,0,MNE,63.22,NA,99.59408,Europe & Central Asia,Upper middle income,NA,14.227725714285716,NA,61,78.2802963256836,NA,NA,7378.34528902948,NA,NA,NA
2014,Burkina Faso,6,5,1,5,0,0,13,1,0,NA,0,0,0,1,Victor Barry,Ouédraogo Seny,19,3.1666666666666665,0,BFA,4.92,4.05,50,Sub-Saharan Africa,Low income,NA,15.789473684210527,10.31375,9.4,58.2163009643555,565.15282,491.38559,703.820055595173,19.36811,NA,NA
2014,Ecuador,6,5,1,1,1,0,17,0,0,NA,0,0,0,2,Jorge Chamaidan,Rubén Mauricio Villacís Infante,19,3.1666666666666665,0,ECU,NA,5.21,97.27,Latin America & Caribbean,Upper middle income,NA,30.71684210526316,1.80028,45.59039067,78.428596496582,5351.81152,5421.23844,6377.09153014217,12.06831,NA,NA
2014,Puerto Rico,2,NA,2,3,0,0,9,0,0,NA,0,0,0,1,Luis Fernando Cáceres Duque,Juan Ariel Ortiz-Navarro,12,6,0,PRI,94.02,6.07,98.23397,Latin America & Caribbean,High income: nonOECD,NA,16.372328333333332,6.57914,NA,NA,6221.4359,6563.24034,28981.4573305866,NA,95.37974,NA
2014,Cuba,1,1,NA,1,1,0,7,1,0,NA,0,0,0,1,Enech Juan García Martínez,NA,10,10,0,CUB,40.51,9.61,98.23397,Latin America & Caribbean,Upper middle income,NA,9.823397,NA,29.07018437,NA,NA,NA,7133.34209494342,NA,NA,NA
2014,Panama,1,1,NA,7,0,0,0,0,0,NA,0,0,0,1,Jaime Gutierrez,NA,7,7,0,PAN,44.97,3.17,98.01,Latin America & Caribbean,Upper middle income,NA,14.001428571428573,2.54429,44.92,81.7251968383789,NA,NA,12796.0700430496,NA,NA,NA
2014,Bolivia,6,5,1,0,0,0,5,0,0,NA,0,0,0,0,Jaime Manuel Rojas Claure,NA,5,0.8333333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,81.9526977539063,NA,NA,3081.87883446506,NA,NA,NA
2014,Uganda,4,3,1,1,0,0,4,0,0,NA,0,0,0,0,Jasper Okello,Assumpta Kasamba Namuddu,5,1.25,0,UGA,4.57,1.91,73.82434,Sub-Saharan Africa,Low income,NA,59.05947200000001,NA,16.9,NA,553.6563,482.69456,739.373926961991,10.87596,87.44498,NA
2014,Zimbabwe,6,6,NA,1,0,0,4,0,0,NA,0,0,0,0,Gift Tapedzesa,Gerald Nqobile Mpitanyanga,5,0.8333333333333334,0,ZWE,NA,6.14,90.43,Sub-Saharan Africa,Low income,NA,108.516,NA,16.36473996,94.0250015258789,1196.704,1260.04374,1434.89934002278,30.01515,NA,NA
2014,Ivory Coast,6,4,2,0,0,0,3,0,0,NA,0,0,0,0,Adama Coulibaly,Aboubacar Camara,3,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Benin,3,2,1,0,0,0,2,0,0,NA,0,0,0,0,Gérard Olobyi Akindes,Ibitobi Victorin Abattan,2,0.6666666666666666,0,BEN,15.2,3.16,73.82434,Sub-Saharan Africa,Low income,NA,110.73651,1.68617,6,NA,420.02932,361.33838,944.931653018321,22.22771,93.41012,NA
2014,Tanzania,3,3,NA,0,0,0,2,0,0,NA,0,0,0,0,Ertugrul Tarhan,NA,2,0.6666666666666666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,94.3313980102539,1546.22942,1391.36605,1030.09291747653,17.2971,NA,NA
2014,Gambia,6,5,1,0,0,0,1,0,0,NA,0,0,0,0,Kolapo I. Abdul,Adama Jimba Jobe,1,0.16666666666666666,0,NA,NA,2.22,73.82434,Sub-Saharan Africa,Low income,NA,442.94604,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ghana,1,NA,1,0,0,0,0,0,0,NA,0,0,0,0,Joel Mawuenyega Dogoe,Samuel Anang Ala,0,0,0,GHA,15.21,3.68,87.6,Sub-Saharan Africa,Lower middle income,NA,NA,NA,25.51773743,NA,2410.32828,2318.36232,1968.85826340022,20.98514,91.4244,NA
2013,People's Republic of China,6,6,NA,42,38,30,41,42,15,NA,5,1,0,0,Bin Xiong,Qiusheng Li,208,34.666666666666664,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Republic of Korea,6,6,NA,42,38,26,42,36,20,NA,5,1,0,0,Yongjin Song,Cheol Hyun Cho,204,34,1,NA,96.34,NA,98.31574,East Asia & Pacific,High income: OECD,NA,2.891639411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,United States of America,6,6,NA,42,35,14,42,40,17,NA,4,2,0,0,Zuming Feng,Po-Shen Loh,190,31.666666666666668,1,NA,88.73,6.23,NA,North America,High income: OECD,1.038333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Russian Federation,6,6,NA,42,34,16,42,40,13,NA,4,2,0,0,Nazar Agakhanov,Dmitry Tereshin,187,31.166666666666668,1,RUS,82.8,3.76,99.56687,Europe & Central Asia,High income: nonOECD,0.6266666666666666,3.194658930481283,1.85833,67.97,69.5399017333984,86284.84489,58811.06116,16007.0899934444,10.86184,91.79752,NA
2013,Democratic People's Republic of Korea,6,6,NA,42,27,21,42,41,11,NA,2,4,0,0,Yong Chol Ham,Kwang Il Ri,184,30.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Singapore,6,6,NA,42,37,14,42,42,5,NA,1,5,0,0,Yan Loi Wong,Haibin Wang,182,30.333333333333332,1,SGP,NA,2.85,100,East Asia & Pacific,High income: nonOECD,0.475,3.296703296703297,NA,80.90205685,NA,8422.82148,7850.23538,56967.4257940383,28.83915,91.79642,NA
2013,Vietnam,6,6,NA,42,30,20,42,41,5,NA,3,3,0,0,Bá Khánh Trình Lê,Anh Vinh Lê,180,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Taiwan,6,6,NA,42,38,13,42,29,12,NA,2,4,0,0,Yen-Chi Roger Lin,John Meng Kai Hong,176,29.333333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,United Kingdom,6,6,NA,42,33,0,42,41,13,NA,2,3,1,0,Geoff Smith,Dominic Yeo,171,28.5,1,NA,NA,NA,NA,NA,NA,NA,NA,12.59504,89.8441,84.0687026977539,149574.90623,136275.32815,43444.5648427389,12.91605,97.32397,NA
2013,Islamic Republic of Iran,6,5,1,36,23,31,42,35,1,NA,2,3,1,0,Arash Rastegar,Kasra Alishahi,168,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Canada,6,6,NA,42,23,7,42,34,15,NA,2,2,2,0,Ralph Furmaniak,Robert Morewood,163,27.166666666666668,1,CAN,65.77,4.59,NA,North America,High income: OECD,0.765,NA,7.9002,85.8,76.2564010620117,NA,NA,52504.655704109,NA,92.2282,63557.1037371134
2013,Japan,6,5,1,42,28,10,42,41,0,NA,0,6,0,0,Takahiko Fujita,Yasuharu Asai,163,27.166666666666668,1,JPN,62.84,3.41,98.31574,East Asia & Pacific,High income: OECD,0.5683333333333334,3.618984294478527,NA,88.21942891,77.5100021362305,227371.30436,173197.90618,40454.4474578903,9.30925,88.09778,41035.9743488502
2013,Israel,6,6,NA,42,38,7,42,28,4,NA,1,3,2,0,Lev Radzivilovsky,Dmitry Novikov,161,26.833333333333332,1,ISR,62.06,5.78,92.98097,Middle East & North Africa,High income: OECD,0.9633333333333334,3.4651293167701867,NA,70.25031195,81.4051971435547,17221.31316,18193.48664,36309.4688256886,14.58552,90.71401,25731.8445780276
2013,Thailand,6,6,NA,41,30,4,42,42,2,NA,1,4,1,0,Yotsanan Meemark,Ajchara Harnchoowong,161,26.833333333333332,1,THA,49.33,3.82,98,NA,NA,0.6366666666666666,3.6521739130434785,NA,28.94,86.6912002563477,17334.64572,16786.40591,6168.26489540709,19.12593,95.03531,NA
2013,Australia,6,5,1,42,28,3,42,26,7,NA,1,2,3,0,Angelo Di Pasquale,Ivan Guo,148,24.666666666666668,1,AUS,NA,5.52,NA,NA,NA,0.92,NA,4.48481,83.45349717,82.5800018310547,82430.32112,63104.51282,68150.1070413215,14.04139,NA,56334.5067372968
2013,Ukraine,6,5,1,40,20,17,42,26,1,NA,1,3,1,1,Bogdan Rublov,Liliia Gunko,146,24.333333333333332,0.8333333333333334,UKR,81.53,6.42,99.56687,Europe & Central Asia,Lower middle income,1.284,4.091789178082192,NA,40.954129,NA,12229.82609,8474.33629,4029.71550372131,13.86764,97.50615,NA
2013,Mexico,6,6,NA,42,32,0,42,22,1,NA,0,3,3,0,Leonardo Ignacio Martínez Sandoval,Rogelio Valdez,139,23.166666666666668,1,MEX,30.33,4.51,99,NA,NA,0.7516666666666666,4.273381294964029,2.82419,43.46,80.5921020507813,59848.43559,48721.21938,10725.1833166036,16.90599,95.60961,20778.6015279251
2013,Türkiye,6,5,1,42,20,12,42,23,0,NA,1,2,3,0,Azer Kerimov,Şahin Emrah,139,23.166666666666668,1,NA,79.65,4.34,99,NA,NA,0.7233333333333333,4.273381294964029,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Indonesia,6,5,1,42,12,16,42,26,0,NA,1,1,4,0,Budi Surodjo,Yudi Satria,138,23,1,IDN,30.44,3.36,98.31574,East Asia & Pacific,Lower middle income,0.5599999999999999,4.274597391304348,NA,14.94,86.605598449707,30652.04285,28070.33125,3623.91158235134,17.60393,87.85687,NA
2013,Italy,6,5,1,34,27,9,42,25,0,NA,1,2,1,2,Roberto Dvornicich,Ludovico Pernazza,137,22.833333333333332,0.6666666666666666,ITA,60.89,4.14,99.56687,Europe & Central Asia,High income: OECD,1.035,4.3605928467153285,6.76334,58.4593,74.3930969238281,88729.03313,78329.72814,35549.9746972954,8.1558,94.56849,30262.1938060587
2013,France,6,6,NA,42,22,0,42,30,0,NA,0,2,4,0,Claude Deschamps,Pierre Bornsztein,136,22.666666666666668,1,FRA,59.85,5.49,99.56687,Europe & Central Asia,High income: OECD,0.915,4.392656029411764,5.80546,81.9198,78.1434020996094,NA,NA,42592.9340943342,NA,NA,31229.1610345138
2013,Belarus,6,4,2,42,23,10,42,16,1,NA,1,2,3,0,Igor Voronovich,Sergei Mazanik,134,22.333333333333332,1,BLR,101.42,5.01,99.56687,Europe & Central Asia,Upper middle income,0.835,4.458218059701492,NA,54.17,NA,3783.51288,2803.90685,7978.87261471076,12.27399,90.94242,NA
2013,Hungary,6,6,NA,42,32,9,42,9,0,NA,0,2,4,0,József Pelikán,Sándor Dobos,134,22.333333333333332,1,HUN,57.21,4.19,99.56687,Europe & Central Asia,Upper middle income,0.6983333333333334,4.458218059701492,3.39409,72.6439,74.8620986938477,5684.10917,5149.18313,13687.246101281,8.51606,95.30657,12176.8949212321
2013,Romania,6,6,NA,39,11,9,42,31,2,NA,0,3,3,0,Radu Gologan,Mihai Bălună,134,22.333333333333332,1,ROU,51.38,3.07,99.56687,Europe & Central Asia,Upper middle income,0.5116666666666666,4.458218059701492,4.39118,49.7645,80.4226989746094,5822.76811,5353.78012,9555.2442173314,8.979,NA,NA
2013,Netherlands,6,5,1,41,26,7,42,14,3,NA,0,2,3,1,Quintijn Puite,Birgit van Dalen,133,22.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,2.45128,93.9564,80.9789962768555,48463.7257,42375.19775,52184.0618504931,12.09424,87.82464,45228.012398404
2013,Peru,6,6,NA,39,9,20,41,23,0,NA,0,3,2,1,Jonathan Farfán Vargas,Jorge Tipe Villanueva,132,22,0.8333333333333334,PER,NA,3.3,98.89,Latin America & Caribbean,Upper middle income,0.6599999999999999,4.495,NA,39.2,85.064697265625,6633.33653,6175.73278,6756.75276926556,15.22388,77.39367,NA
2013,Germany,6,6,NA,39,22,0,42,24,0,NA,0,2,4,0,Hans-Dietrich Gronau,Jürgen Prestin,127,21.166666666666668,1,DEU,60.9,4.94,99.56687,Europe & Central Asia,High income: OECD,0.8233333333333334,4.703946614173228,NA,84.17,73.9825973510742,185185.49513,166933.43789,46285.7640688407,11.03833,92.57313,60449.4145014391
2013,Brazil,6,6,NA,30,20,0,42,31,1,NA,0,3,1,2,Edmilson Luis Rodrigues Motta,Onofre Campos Da Silva Farias,124,20.666666666666668,0.6666666666666666,BRA,44.34,5.84,98.74,NA,NA,1.46,4.777741935483871,NA,51.04,81.2613983154297,144383.41775,126778.09033,12300.3225752233,15.59278,93.76229,NA
2013,India,6,6,NA,30,25,3,41,23,0,NA,0,2,3,0,Chudamani R Pranesachar,Aditi Sunil Phadke,122,20.333333333333332,0.8333333333333334,IND,24.39,3.84,85.17337,South Asia,Lower middle income,0.768,4.188854262295083,13.59194,15.1,NA,70266.65833,66040.62416,1449.6059123387,14.05018,NA,NA
2013,Croatia,6,5,1,42,17,10,35,15,0,NA,2,0,2,2,Stipe Vidak,Kristina Ana Škreb,119,19.833333333333332,0.6666666666666666,HRV,66.71,4.52,99.56687,Europe & Central Asia,High income: nonOECD,1.13,5.020178319327731,NA,66.7476,72.8110961914063,2650.22644,2312.09955,13642.19778327,9.56341,96.75059,NA
2013,Hong Kong,6,5,1,41,26,0,35,15,0,NA,0,1,5,0,Tat Wing Leung,Cesar Jose Alaban,117,19.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Malaysia,6,6,NA,37,23,0,40,16,1,NA,0,2,3,0,M. Suhaimi Ramly,Muhammad Ikhwan Azlan,117,19.5,0.8333333333333334,MYS,38.23,5.48,98.31574,East Asia & Pacific,Upper middle income,1.096,5.041832820512821,NA,57.05751226,67.3099975585938,17719.48204,14208.70552,10970.1232849014,19.45431,90.46288,NA
2013,Kazakhstan,6,6,NA,23,16,6,42,29,0,NA,0,1,4,1,Damir Yeliussizov,Anton Vassilyev,116,19.333333333333332,0.8333333333333334,KAZ,53.47,3.45,99.56687,Europe & Central Asia,Upper middle income,0.6900000000000001,5.1500105172413795,NA,63.30422443,NA,NA,NA,13890.6317716835,NA,94.86075,NA
2013,Serbia,6,5,1,28,7,9,42,26,0,NA,1,1,2,2,Dušan Đukić,Miljan Knežević,112,18.666666666666668,0.6666666666666666,SRB,56.7,NA,99.56687,Europe & Central Asia,Upper middle income,NA,5.333939464285714,NA,53.45036418,63.3773002624512,NA,NA,6755.07367461629,NA,95.77863,NA
