"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","43.16","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","51.21","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","56.55","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","64.66","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","72.48","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","74.53","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","79.61","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","74.78","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","74.39","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Saudi Arabia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","73.75","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Northern Africa and Western Asia","Sudan","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","17.54","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Northern Africa and Western Asia","Sudan","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","17.09","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Northern Africa and Western Asia","Sudan","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","17.21","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","10.42","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","10.83","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","10.93","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","11.13","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","11.77","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","13.06","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","13.38","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","14.23","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","15.73","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","16.81","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Senegal","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","17.30","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","83.94","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","84.79","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","88.89","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","91.09","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","93.13","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","97.10","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Eastern and South-Eastern Asia","Singapore","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","98.02","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","28.11","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","27.37","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","27.21","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","27.01","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","27.47","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","28.03","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","28.37","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","30.82","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","30.13","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","31.28","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","El Salvador","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","32.23","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Europe and Northern America","San Marino","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","45.42","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","San Marino","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","50.24","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","San Marino","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","55.10","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","San Marino","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","57.67","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","San Marino","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","53.80","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","San Marino","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","51.14","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","56.70","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","58.37","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","58.95","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","62.91","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","67.58","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","68.32","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","69.04","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","68.58","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","69.29","SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","72.03","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Serbia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2023","73.21","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: National population estimates provided in UIS Survey of Formal Education DEM optional module QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","South Sudan","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","0.66","SOURCE:  UIS Dynamic Template based on NATIONAL EDUCATION STATISTICS 2016 (https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/emis_2016_-_statistics_booklet_-_2017-02.pdf)"
"SDG: Sub-Saharan Africa","South Sudan","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","1.00","SOURCE:  UIS Dynamic Template based on NATIONAL EDUCATION STATISTICS 2018 (https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2018_national_education_statistics_emis.pdf)"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","9.28","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","12.90","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","17.69","SOURCE:  UIS Dynamic Template based on Boletim Estatistico 2015/2016 (https://www.ine.st/index.php/component/phocadownload/file/299-boletim-estat-stico-meccc-2015-2016)"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","17.40","SOURCE:  UIS Dynamic Template based on Boletim Estatistico 2016/2017 (https://www.ine.st/index.php/component/phocadownload/file/934-boletim-estatistico-2016-2017)"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","10.13","SOURCE:  UIS Dynamic Template based on Boletim Estatistico 2017/2018 (https://www.ine.st/index.php/component/phocadownload/file/935-boletim-estatistico-2017-2018)"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","10.29","SOURCE:  UIS Dynamic Template based on Boletim Estatistico 2018/2019 (https://www.ine.st/index.php/component/phocadownload/file/936-boletim-estatistico-2018-2019)"
"SDG: Sub-Saharan Africa","Sao Tome and Principe","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","16.66","SOURCE:  UIS Dynamic Template based on Boletim Estatistico 2020/2021 (https://www.ine.st/index.php/component/phocadownload/file/938-boletim-estatistico-2020-2021)"
"SDG: Latin America and the Caribbean","Suriname","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","8.80","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision"
"SDG: Latin America and the Caribbean","Suriname","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","5.95","SOURCE: POPULATION DATA: UN-DESA World Population Prospects 2022 revision SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire C"
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","55.25","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","53.88","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","52.72","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","50.30","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","49.13","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","47.81","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","48.19","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","48.38","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","50.73","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovakia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","52.50","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","87.86","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","84.38","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2015","82.20","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2016","79.47","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2017","79.27","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2018","77.30","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2019","76.47","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2020","75.82","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2021","82.24","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Slovenia","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2022","82.39","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2013","65.78","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: POPULATION DATA: Eurostat, Population and Demography Database QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Europe and Northern America","Sweden","4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","2014","64.95","SOURCE: POPULATION DATA: Eurostat, Population and Demography Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection QUALIFIER: This data point is a NATIONAL ESTIMATE."
